"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
,"MILK GAL 1% +","2216","1 GAL. +","GAL","",,"","","","","EACH","","https://www.badgermurphy.com/product/milk-gal-1/","KEMPS","","","","","","Badger Murphy","",""
,"MILK GAL 1% ORGANIC +","1193","1 GAL +","1 GAL","",,"","","","","GALLON","","https://www.badgermurphy.com/product/milk-gal-1-organic/","KEMPS","","","","","","Badger Murphy","",""
,"MILK GAL 2%","0722A","1 GAL.","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/milk-gal-2/","BECKER","","","","","","Badger Murphy","",""
,"MILK GAL CHOCOLATE LOW FAT","2170","1 GAL","GAL","",,"","","","","EACH","","https://www.badgermurphy.com/product/milk-gal-chocolate-low-fat/","PF","","","","","","Badger Murphy","",""
,"MILK GAL SKIM","0722B","1 GAL.","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/milk-gal-skim/","KEMPS","","","","","","Badger Murphy","",""
,"MILK GAL WHOLE","0722","1 GAL.","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/milk-gal-whole/","N/A","","","","","","Badger Murphy","",""
,"MILK GAL WHOLE ORGANIC +","1192","1 GAL +","1 GAL.","",,"","","","","GALLON","","https://www.badgermurphy.com/product/milk-gal-whole-organic/","KEMPS","","","","","","Badger Murphy","",""
,"MILK HALF GAL 1% *","2215","1/2 GAL*","1/2 GAL","",,"","","","","EACH","","https://www.badgermurphy.com/product/milk-half-gal-1/","KEMPS","","","","","","Badger Murphy","",""
,"MILK HALF GAL 2%","2214","1/2 GAL","1/2 GAL","",,"","","","","EACH","","https://www.badgermurphy.com/product/milk-half-gal-2/","KEMPS","","","","","","Badger Murphy","",""
,"MILK HALF GAL CHOCOLATE WHOLE","0753","1/2 GAL.","N/A","",,"","","","","EACH","","https://www.badgermurphy.com/product/milk-half-gal-chocolate-whole/","N/A","","","","","","Badger Murphy","",""
,"MILK HALF GAL SKIM","0752","1/2 GAL.","N/A","",,"","","","","1/2 GAL","","https://www.badgermurphy.com/product/milk-half-gal-skim/","N/A","","","","","","Badger Murphy","",""
,"MILK HALF GAL STRAWBERRY 1%","0751","1/2 GAL.","N/A","",,"","","","","EACH","","https://www.badgermurphy.com/product/milk-half-gal-strawberry-1/","N/A","","","","","","Badger Murphy","",""
,"MILK HALF GAL WHOLE","1163","1/2 GAL","1/2 GAL","",,"","","","","EACH","","https://www.badgermurphy.com/product/milk-half-gal-whole/","KEMPS","","","","","","Badger Murphy","",""
,"MILK HALF GAL WHOLE ORGANIC 6/.5 GAL *","5510","1 CASE *","1/2 GAL","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-half-gal-whole-organic-6-5-gal/","HORIZON","","","","","","Badger Murphy","",""
,"MILK HALF PINTS 1% WHITE 50 CT *","0740","1 CASE *","1/2 PINTS","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-half-pints-1-white-50-ct/","N/A","","","","","","Badger Murphy","",""
,"MILK HALF PINTS 2% WHITE 50 CT","0728","1 CASE","1/2 PT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-half-pints-2-white-50-ct/","PRARIE FARMS","","","","","","Badger Murphy","",""
,"MILK HALF PINTS CHOCOLATE 1% 50 CT","0736","1 CASE","1/2 PT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-half-pints-chocolate-1-50-ct/","PRARIE FARMS","","","","","","Badger Murphy","",""
,"MILK HALF PINTS CHOCOLATE WHOLE 50 CT *","2110","1 CASE *","1/2 PT","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-half-pints-chocolate-whole-50-ct/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK HALF PINTS SKIM WHITE 50 CT","0729","1 CASE","1/2 PT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-half-pints-skim-white-50-ct/","PRARIE FARMS","","","","","","Badger Murphy","",""
,"MILK HALF PINTS WHOLE WHITE 50 CT","0726","1 CASE","1/2 PT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-half-pints-whole-white-50-ct/","PRARIE FARMS","","","","","","Badger Murphy","",""
,"MILK LACTAID FAT FREE 12/8 OZ","2207","1 CASE","1/2 PT","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-lactaid-fat-free-12-8-oz/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK LACTAID LOW FAT QT","2206","1 QT.","QT","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-lactaid-low-fat-qt/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK OAT 12/32 OZ +","0878","1 CASE +","32 OUNCE","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-oat-12-32-oz/","OAT-LY","","","","","","Badger Murphy","",""
,"MILK ORGANIC 2% 6/.5 GAL *","5515","1 CASE *","1/2 GAL","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-organic-2-6-5-gal/","HORIZON","","","","","","Badger Murphy","",""
,"MILK ORGANIC CHOCOLATE 1% 18/8 OZ","5503","1 CASE","1/2 PT","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-organic-chocolate-1-18-8-oz/","HORIZON ORGANIC","","","","","","Badger Murphy","",""
,"MILK ORGANIC SKIM 6/.5 GAL *","5520","1 CASE *","1/2 GAL","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-organic-skim-6-5-gal/","HORIZON","","","","","","Badger Murphy","",""
,"MILK ORGANIC WHITE 1% 18/8 OZ","5502","1 CASE","1/2 PT","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-organic-white-1-18-8-oz/","HORIZON ORGANIC","","","","","","Badger Murphy","",""
,"MILK POWDER CULTURED SKIM 25 KILO BAG +","0371","55.12 LB+","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/milk-powder-cultured-skim-25-kilo-bag/","N/A","","","","","","Badger Murphy","",""
,"MILK POWDER HIGH HEAT NON-FAT 50 LB","0326A","50 LB.","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/milk-powder-high-heat-non-fat-50-lb/","GRASSLAND","","","","","","Badger Murphy","",""
,"MILK POWDER IMITATION 50 LB BEST BAKE 500","0468","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/milk-powder-imitation-50-lb-best-bake-500/","N/A","","","","","","Badger Murphy","",""
,"MILK QUART 2% 6/1 QT *","2212","1 CASE *","QUART","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-quart-2-6-1-qt/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK QUART SKIM *","5150","1 QT *","QUART","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-quart-skim/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK SOY 12/1 QT","0722S","1 CASE","1 QT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-soy-12-1-qt/","SILK","","","","","","Badger Murphy","",""
,"MILK SOY VANILLA 12/1 QT *","0722V","1 CASE *","1 QT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-soy-vanilla-12-1-qt/","SILK","","","","","","Badger Murphy","",""
,"MILK TOTE WHOLE *","0722N","1 TOTE *","TOTE","",,"","","","","TOTE","","https://www.badgermurphy.com/product/milk-tote-whole/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MINT FRESH 1 LB","4523B","1 BAG","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/mint-fresh-1-lb/","N/A","","","","","","Badger Murphy","",""
,"MISO PASTE WHITE 10/2.2 LB +","1504","1 CASE +","2.2 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/miso-paste-white-10-2-2-lb/","ROLAND","","","","","","Badger Murphy","",""
,"MIX BREAD RYE NEW YORK JEWISH 50 LB *","0460","1 BAG *","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-bread-rye-new-york-jewish-50-lb/","BEARS","","","","","","Badger Murphy","",""
,"MIX BROWNIE 50 LB","5270","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-brownie-50-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX CAKE ANGEL FOOD 25 LB","5278","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-angel-food-25-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX CAKE CARROT 25 LB","5272","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-carrot-25-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX CAKE CHOCOLATE 50 LB *","5245","1 BAG *","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-chocolate-50-lb/","N/A","","","","","","Badger Murphy","",""
,"MIX CAKE CHOCOLATE DARK DOUBLE 50 LB +","5281","1 BAG +","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-chocolate-dark-double-50-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX CAKE CHOCOLATE SUPREME 50 LB BAKERS PLUS","5274","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-chocolate-supreme-50-lb-bakers-plus/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX CAKE DEVILS FOOD 50 LB","5279","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-devils-food-50-lb/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX CAKE RED VELVET 50 LB","5280","1 BAG","PILLSBURY","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-cake-red-velvet-50-lb/","N/A","","","","","","Badger Murphy","",""
,"MIX CAKE SPONGE 40 LB DULCERIO +","5348","1 BAG +","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-cake-sponge-40-lb-dulcerio/","PURATOS","","","","","","Badger Murphy","",""
,"MIX CAKE WHITE 50 LB BAKERS PLUS","5275","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-white-50-lb-bakers-plus/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX CAKE YELLOW 50 LB","5247","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-yellow-50-lb/","N/A","","","","","","Badger Murphy","",""
,"MIX CAKE YELLOW 50 LB BAKERS PLUS","5277","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-cake-yellow-50-lb-bakers-plus/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX COOKIE COCONUT MACAROON 25 LB *","0368","1 BOX *","N/A","",,"","","","","BOX","","https://www.badgermurphy.com/product/mix-cookie-coconut-macaroon-25-lb/","BEAR","","","","","","Badger Murphy","",""
,"MIX DANISH 5O LB ROYAL VIKING","5276","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-danish-5o-lb-royal-viking/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX DESSERT TRES LECHES 4/8 LB","0734","1 CASE","8 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-dessert-tres-leches-4-8-lb/","FESTEJOS","","","","","","Badger Murphy","",""
,"MIX DESSERT TRES LECHES NON-DAIRY 4/8.8 LB TRES RICHES +","0747","1 CASE +","8.8 LBS.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-dessert-tres-leches-non-dairy-4-8-8-lb-tres-riches/","RICHS","","","","","","Badger Murphy","",""
,"MIX DONUT CAKE 50 LB XXXX","0329","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-donut-cake-50-lb-xxxx/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX DONUT RAISED YEAST 50 LB TENDER RISE","0359A","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/mix-donut-raised-yeast-50-lb-tender-rise/","PILLSBURY","","","","","","Badger Murphy","",""
,"MIX FLAN 12/15.2 OZ *","9485","1 CASE *","15.2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-flan-12-15-2-oz/","ROYAL","","","","","","Badger Murphy","",""
,"MIX MOUSSE NEUTRAL 8/1.05 LB","5500","1 CASE","1.05 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-mousse-neutral-8-1-05-lb/","IFI GOURMET","","","","","","Badger Murphy","",""
,"MIX PANCAKE 6/5 LB GOLDEN CAKES","9407","1 CASE","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-pancake-6-5-lb-golden-cakes/","TEC","","","","","","Badger Murphy","",""
,"MIX PANCAKE BUCKWHEAT 6/5 LB *","9044","1 CASE *","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-pancake-buckwheat-6-5-lb/","KRUSTEAZ","","","","","","Badger Murphy","",""
,"MIX WAFFLE BELGIUM 6/5 LB *","9406B","1 CASE *","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mix-waffle-belgium-6-5-lb/","GOLDEN DIP","","","","","","Badger Murphy","",""
,"MOCHA CLASSIC CONCENTRATED LIQUID PASTE FLAVOR 2.2 LB","5350","1 JAR","N/A","",,"","","","","JAR","","https://www.badgermurphy.com/product/mocha-classic-concentrated-liquid-paste-flavor-2-2-lb/","PURATOS","","","","","","Badger Murphy","",""
,"MOLASSES (#10) 59 LB","0397","1 PAIL","N/A","",,"","","","","PAIL","","https://www.badgermurphy.com/product/molasses-10-59-lb/","N/A","","","","","","Badger Murphy","",""
,"MOLASSES UNSULPHURED 4/1 GAL","0396","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/molasses-unsulphured-4-1-gal/","GRANDMAS","","","","","","Badger Murphy","",""
,"MONTEREY JACK 2/5 LB","0210","10 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/monterey-jack-2-5-lb/","STATE","","","","","","Badger Murphy","",""
,"MONTEREY JACK CUBED 3/4 IN 2/5 LB *","1741","10 LB. *","3/4 OUNCE","",,"","","","","CASE","","https://www.badgermurphy.com/product/monterey-jack-cubed-3-4-in-2-5-lb/","STAR DAIRY","","","","","","Badger Murphy","",""
,"MONTEREY JACK SHREDDED 5 LB","0215B","5 LB.","5 LB.","",,"","","","","BAG","","https://www.badgermurphy.com/product/monterey-jack-shredded-5-lb/","BADGER","","","","","","Badger Murphy","",""
,"MONTEREY JACK SLICED .75 OZ 8/1.5 LB +","0219","1 CASE +",".75 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/monterey-jack-sliced-75-oz-8-1-5-lb/","LAND O LAKES","","","","","","Badger Murphy","",""
,"MONTREAL CHICKEN SEASONING 6/23 OZ *","4344","1 CASE *","23 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/montreal-chicken-seasoning-6-23-oz/","GRILL MATES","","","","","","Badger Murphy","",""
,"MONTREAL STEAK SEASONING 6/29 OZ","4325","1 CASE","29 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/montreal-steak-seasoning-6-29-oz/","GRILL MATES","","","","","","Badger Murphy","",""
,"MOP HEADS 24 OZ","9666","1 EACH","24 OZ.","",,"","","","","EACH","","https://www.badgermurphy.com/product/mop-heads-24-oz/","N/A","","","","","","Badger Murphy","",""
,"MOP HEADS 32 OZ","9667","1 EACH","32 OZ.","",,"","","","","EACH","","https://www.badgermurphy.com/product/mop-heads-32-oz/","COMMODITY","","","","","","Badger Murphy","",""
,"MOP STICK SCREW TYPE *","9667B","1 EACH *","1 EACH","",,"","","","","EACH","","https://www.badgermurphy.com/product/mop-stick-screw-type/","N/A","","","","","","Badger Murphy","",""
,"MORTADELLA STICK 2/6 LB AVG *","6167","12#/A *","5.25in DIA","",,"","","","","CASE","","https://www.badgermurphy.com/product/mortadella-stick-2-6-lb-avg/","CARANDO","","","","","","Badger Murphy","",""
,"MOUSSE CHOCOLATE DUO 16 PC *","841661","1 CASE *","16 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/mousse-chocolate-duo-16-pc/","BINDI","","","","","","Badger Murphy","",""
,"MOUSSE MIX CHOCOLATE DARK 1.76 LB","838194","1 BAG","1.76 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/mousse-mix-chocolate-dark-1-76-lb/","BARRY CALLEBAUT","","","","","","Badger Murphy","",""
,"MOZZARELLA BURRATA BALLS 6/8 OZ (4/2 OZ) *","1666","3 LB. *","4/2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-burrata-balls-6-8-oz-4-2-oz/","BELGIOIOSO","","","","","","Badger Murphy","",""
,"MOZZARELLA FRESH CILIENGINE 2/3 LB","1667","1 CASE *",".33 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-fresh-ciliengine-2-3-lb/","CUCINA ANDULINA","","","","","","Badger Murphy","",""
,"MOZZARELLA FRESH LOG 8/1 LB *","340281","1 CASE","1 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-fresh-log-8-1-lb/","BELGIOIOSO","","","","","","Badger Murphy","",""
,"MOZZARELLA FRESH OVOLINI 2/3 LB","1665","1 CASE","4 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-fresh-ovolini-2-3-lb/","CUCINA ANDOLINA","","","","","","Badger Murphy","",""
,"MOZZARELLA LOAF 2% 6 LB AVG","0208","6#/A","6/#A","",,"","","","","LOAF","","https://www.badgermurphy.com/product/mozzarella-loaf-2-6-lb-avg/","COMMODITY","","","","","","Badger Murphy","",""
,"MOZZARELLA LOAF 2%8/6LB AVG.","17355","48#/A","6#/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-loaf-28-6lb-avg/","N/A","","","","","","Badger Murphy","",""
,"MOZZARELLA LOAF 3% WHOLE 5 LB AVG +","0208H","5#/A +","5#/A","",,"","","","","LOAF","","https://www.badgermurphy.com/product/mozzarella-loaf-3-whole-5-lb-avg/","GALBANI","","","","","","Badger Murphy","",""
,"MOZZARELLA SHREDDED 2% 4/5 LB RENZO *","0245","20 LB. *","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-shredded-2-4-5-lb-renzo/","RENZO","","","","","","Badger Murphy","",""
,"MOZZARELLA SHREDDED 2% 5 LB","0208B","5 LB.","5 LB.","",,"","","","","BAG","","https://www.badgermurphy.com/product/mozzarella-shredded-2-5-lb/","BADGER","","","","","","Badger Murphy","",""
,"MOZZARELLA SLICED .75 OZ 6/1.5 LB","0235","9 LB.","3/4 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-sliced-75-oz-6-1-5-lb/","GREAT LAKES","","","","","","Badger Murphy","",""
,"MOZZARELLA SMOKED 6 LB AVG","1679","6#/A","6 LB AVG","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-smoked-6-lb-avg/","STAR DAIRY","","","","","","Badger Murphy","",""
,"MOZZARELLA STICKS 3 CHEESE 4/3 LB +","8145","1 CASE +","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-sticks-3-cheese-4-3-lb/","BROASTER","","","","","","Badger Murphy","",""
,"MOZZARELLA STICKS BATTERED 4/3 LB","8114E","1 CASE","10-13/LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-sticks-battered-4-3-lb/","N/A","","","","","","Badger Murphy","",""
,"MOZZARELLA/PROVOLONE SHREDDED 6/5 LB *","301655","30 LB *","5 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-provolone-shredded-6-5-lb/","GALBANI","","","","","","Badger Murphy","",""
,"MOZZARELLA/SMOKED PROVOLONE SHREDDED 6/5 LB","0240","30 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mozzarella-smoked-provolone-shredded-6-5-lb/","SAPUTO","","","","","","Badger Murphy","",""
,"MUENSTER 6 LB AVG","0224","6#/A","6#/A","",,"","","","","LOAF","","https://www.badgermurphy.com/product/muenster-6-lb-avg/","BUHOLZER BROTHERS","","","","","","Badger Murphy","",""
,"MUFFIN BATTER APPLE CINNAMON 18 LB *","847041","1 PAIL *","18 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/muffin-batter-apple-cinnamon-18-lb/","FOXTAIL","","","","","","Badger Murphy","",""
,"MUFFIN BATTER BANANA NUT 18 LB","847043","1 PAIL","18 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/muffin-batter-banana-nut-18-lb/","FOXTAIL","","","","","","Badger Murphy","",""
,"MUFFIN BATTER BLUEBERRY 18 LB","8438","1 PAIL","18 LB.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/muffin-batter-blueberry-18-lb/","FOXTAIL","","","","","","Badger Murphy","",""
,"MUFFIN BATTER BRAN RAISIN 18 LB","847047","1 PAIL","18 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/muffin-batter-bran-raisin-18-lb/","FOXTAIL","","","","","","Badger Murphy","",""
,"MUFFIN BATTER CHOCOLATE (DOUBLE) CHOCOLATE CHIP 18 LB *","5065","1 PAIL *","18 LB.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/muffin-batter-chocolate-double-chocolate-chip-18-lb/","POPPIES","","","","","","Badger Murphy","",""
,"MUFFIN BATTER CHOCOLATE/CHOCOLATE CHIP 18 LB","847046","1 PAIL","18 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/muffin-batter-chocolate-chocolate-chip-18-lb/","FOXTAIL","","","","","","Badger Murphy","",""
,"MUFFIN BATTER CRANBERRY NUT 16 LB","8447","1 PAIL","N/A","",,"","","","","PAIL","","https://www.badgermurphy.com/product/muffin-batter-cranberry-nut-16-lb/","FOXTAIL","","","","","","Badger Murphy","",""
