description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
ABF Heritage Breed Prosciutto,Abf Poroscuitto Sliced,10913081,,8x3 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/10913081_0.jpg,8.50E+11,,,https://www.chefswarehouse.com/products/10913081/,TRUE STORY,,Cheese,,FORK IN THE ROAD FOODS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/10913081_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10913081-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""8x3 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10913081""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10913081-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""8x3 Oz Case""}}],""businessUnit"":""200001""}]}"
All-Natural Jambon De Bayonne Whole Leg,French Bayonne Prosciutto,10858297,,12 LB Case,,,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/10858297/,AGOUR,,Cheese,,AGOUR,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10858297-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10858297""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10858297-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 LB Case""}}],""businessUnit"":""200001""}]}"
"UNCURED PEPPERONI - NEW WORLD SYLE - LONGER THAN OUR PEPPERONI FOOD SERVICE SIZE - Our 100% dry-aged pepperoni provides a depth of flavor not found in others brands. Seasoned with cayenne peppers, fennel seeds, and imported paprika. Made with Heritage Berkshire and Duroc pigs raised on family farms without antibiotics or hormones, and always vegetarian-fed.",Pepperoni,10948102BC,,5x2 LB CW,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10948102bc_0.jpg,,,,https://www.chefswarehouse.com/products/10948102BC/,TEMPESTA,,Cheese,,F,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10948102bc_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10948102BC-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""5x2 LB CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10948102BC""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10948102BC-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""5x2 LB CW""}}],""businessUnit"":""200001""},{""code"":""JDE_10948102BC-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""5x2 LB CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10948102BC""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10948102BC-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""5x2 LB CW""}}],""businessUnit"":""200001""}]}"
,Sobrasada Iberica,10614591N,,16x5 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10614591n_0.jpg,8.18E+11,,,https://www.chefswarehouse.com/products/10614591N/,FERMIN,,Cheese,,FERMIN,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10614591n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10614591N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""16x5 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10614591N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10614591N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""16x5 Oz Case""}}],""businessUnit"":""200001""}]}"
ALPS PROVISIONS SOPRESSATA PICANTE,Alps Provisions Sopressata Picante,922571,,4x4.5 LB Case,,,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/922571/,ALPS,,Cheese,,ALPS PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_922571-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""4x4.5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""922571""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_922571-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""4x4.5 LB Case""}}],""businessUnit"":""200001""}]}"
Genoa Salame Pre-Sliced,Sliced Genoa (2.5 oz),1096544,,12x2.5 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1096544_0.jpg,8.52E+11,,,https://www.chefswarehouse.com/products/1096544/,FRA'MANI,,Cheese,,FRA'MANI,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1096544_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1096544-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x2.5 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1096544""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1096544-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x2.5 Oz Case""}}],""businessUnit"":""200001""}]}"
,Pepperoni,10948102,,5x2 LB CW,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10948102_0.jpg,8.67E+11,,,https://www.chefswarehouse.com/products/10948102/,TEMPESTA,,Cheese,,TEMPESTA ARTISAN SALUMI,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10948102_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10948102-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""5x2 LB CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10948102""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10948102-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""5x2 LB CW""}}],""businessUnit"":""200001""}]}"
,Gentile Salami,M133N,,2x2 LB Case CW,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/m133n_0.jpg,,,,https://www.chefswarehouse.com/products/M133N/,FRA'MANI,,Cheese,,FRAMANI HANDCRAFTED SALUMI,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/m133n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_M133N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2x2 LB Case CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""M133N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_M133N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2x2 LB Case CW""}}],""businessUnit"":""200001""}]}"
Deboned Parma Ham Minimum 18 Months Curing,PROSCIUTTO 18 MO,10953112,,1x16 LB Case CW,,,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/10953112/,MARTELLI,,Cheese,,MARTELLI SALUMI SPA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10953112-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x16 LB Case CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10953112""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10953112-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x16 LB Case CW""}}],""businessUnit"":""200001""}]}"
"This exquisite Bone In Prosciutto Parma begins with 100% Italian pigs and Galloni’s rich tradition for the utmost quality. The meat is hand-salted by experienced masters and then left to mature, where after six months it is smeared with pork fat, pepper, and rice flour for an undeniably delicate texture. A longer maturation period then begins, during which the winds blowing from the Marino sea enter the cellars through vast windows. The prosciutto is then needle sampled with horse shank bone for a precise test of aroma development. The result is a soft, succulent meat with a complex salty-sweet flavor profile. Enjoy as a decadent addition to carbonara or combine with melon for a juicy, refreshing amuse-bouche.",Bone In Prosciutto di Parma DOP,919324,,2 x 20 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/919324_0.jpg,8.03E+11,,,https://www.chefswarehouse.com/products/919324/,GALLONI,,Cheese,,GALLONI,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/919324_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""Italy"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_919324-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 20 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""919324""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_919324-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 20 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_919324-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 20 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""919324""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_919324-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 20 LB Case""}}],""businessUnit"":""200001""}]}"
Whole Uncured Pepperoni in Natural Casing,Uncured Deli-Style Pepperoni,1096542,,2x4 LB Case CW,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1096542_0.jpg,,,,https://www.chefswarehouse.com/products/1096542/,FRA'MANI,,Cheese,,FRA'MANI HANDCRAFTED FOODS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1096542_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1096542-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2x4 LB Case CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1096542""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1096542-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2x4 LB Case CW""}}],""businessUnit"":""200001""}]}"
