description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
Frozen Ground Veal 10 lb,Ground Veal,917177,,10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/veal/917177_0.jpg,,,,https://www.chefswarehouse.com/products/917177/,MOSNER,,,,MOSNER,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/veal/917177_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Veal"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Veal"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Round"",""Level 4 Category"":""General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_917177-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""917177\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_917177-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Veal bone marrow has a high fat content, and a soft, butter like consistency.",Veal Leg Bones,MV126,,1x50 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/veal/mv126_0.jpg,,,,https://www.chefswarehouse.com/products/MV126/,MOSNER,,,,MOSNER,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/veal/mv126_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Veal"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Veal"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Bone Marrow"",""Level 4 Category"":""General, Veal"",""product_variants"":""[{\""code\"":\""JDE_MV126-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x50 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MV126\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MV126-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x50 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Our exquisite New Zealand lamb rack - the ultimate choice for those who appreciate the finest quality meat. Sourced from the pristine pastures of New Zealand, our lamb rack is a true delicacy that promises to take your taste buds on a culinary journey like no other. Carefully selected for its superior texture and tenderness, our New Zealand lamb rack is a cut above the rest. With its delicate yet distinct flavor profile, this premium meat is the perfect choice for any occasion - whether it's a special family dinner or an extravagant feast with friends.",12-14 Oz New Zealand Lamb Rack,MLNZ110,,14 x 2 Count Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/lamb/mlnz110_0.jpg,,,,https://www.chefswarehouse.com/products/MLNZ110/,MOSNER,,,,MOSNER,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/lamb/mlnz110_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Lamb"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Lamb"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Spare Rib"",""Level 4 Category"":""General"",""product_variants"":""[{\""code\"":\""JDE_MLNZ110-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""14 x 2 Count Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MLNZ110\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MLNZ110-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""14 x 2 Count Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Treat your taste buds to the succulent and tender flavor of our premium Australian frenched lamb rack cap off. This exceptional cut of meat is hand-selected for its superior quality and exquisite taste, making it the perfect centerpiece for any meal. Expertly trimmed and frenched to perfection, our lamb rack cap off boasts a lean yet juicy texture, with a delicate balance of rich flavor and natural sweetness. Whether roasted, grilled, or seared, this cut of meat is versatile enough to accommodate any cooking method or seasoning.",24-26 Oz Cap Off Australian Frenched Lamb Rack,99864,,4x24-26 Oz Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/lamb/99864_0.jpg,,,,https://www.chefswarehouse.com/products/99864/,MOSNER,,,,MOSNER,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/lamb/99864_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Lamb"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Lamb"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Poultry"",""Level 3 Category"":""Breast"",""Level 4 Category"":""General"",""product_variants"":""[{\""code\"":\""JDE_99864-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x24-26 Oz Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""99864\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_99864-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x24-26 Oz Case\""}}],\""businessUnit\"":\""200001\""}]""}"
Frozen 2 Inch Veal Osso Bucco 12 lb,"2"" Veal Osso Bucco",MV127,,12 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/veal/mv127_0.jpg,,,,https://www.chefswarehouse.com/products/MV127/,MONTPAK,,,,MONTPAK,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/veal/mv127_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Veal"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Veal"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Seafood"",""Level 3 Category"":""FinFish"",""Level 4 Category"":""General"",""product_variants"":""[{\""code\"":\""JDE_MV127-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""12 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MV127\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MV127-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""12 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
VEAL 6 RIB FRENCHED RACK GRAIN,Veal 6 Rib Rack,MV131N,,2 x 6-6.7 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/veal/mv131n_0.jpg,,,,https://www.chefswarehouse.com/products/MV131N/,MONTPAK,,,,MONTPAK,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/veal/mv131n_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Veal"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Veal"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Rib"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_MV131N-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2 x 6-6.7 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MV131N\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MV131N-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 6-6.7 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Our exquisite New Zealand lamb rack - the ultimate choice for those who appreciate the finest quality meat. Sourced from the pristine pastures of New Zealand, our lamb rack is a true delicacy that promises to take your taste buds on a culinary journey like no other. Carefully selected for its superior texture and tenderness, our New Zealand lamb rack is a cut above the rest. With its delicate yet distinct flavor profile, this premium meat is the perfect choice for any occasion - whether it's a special family dinner or an extravagant feast with friends.",16-18 Oz New Zealand Lamb Rack,MLNZ109,,10 x 2 Count Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/lamb/mlnz109_0.jpg,,,,https://www.chefswarehouse.com/products/MLNZ109/,MOSNER,,,,MOSNER,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/lamb/mlnz109_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Lamb"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Lamb"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Chuck"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_MLNZ109-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 x 2 Count Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MLNZ109\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MLNZ109-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 x 2 Count Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Our award winning Arrosticini are a specific type of skewer which are made from Lamb.   A fan favorite for any and every occasion!  Best grilled and simply topped with Mediterranean Sea Salt. The meat is all butchered and skewered by hand into small cubes and placed on a wooden skewer. Between the meat, a small piece of fat is placed to ensure the Lamb stays tender and bursting with flavor. Abruzzo is a rugged, mountainous, and rural region in Italy. Among the many foods of Abruzzo the most well-known is arrosticini, a unique 
skewer of small cubes of lamb, salted and cooked over a furnacell’. D’Abruzzo NYC has become known for its award-winning arrosticini.",Lamb Leg Skewer Arrosticini,10936515,,4x26 Count Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/lamb/10936515_0.jpg,,,,https://www.chefswarehouse.com/products/10936515/,D'ABRUZZO,,,,D'ABRUZZO,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/lamb/10936515_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Lamb"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Lamb"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Exotic Meat"",""Level 3 Category"":""Leg"",""Level 4 Category"":""Pheasant"",""product_variants"":""[{\""code\"":\""JDE_10936515-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x26 Count Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10936515\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10936515-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x26 Count Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"3"" Volcano Lamb Shank is a Angus, General, Veal, Wagyu product from the Chuck part of Lamb.","3"" Volcano Lamb Shank",AB210,,10 x 12-14 Oz Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/lamb/ab210_0.jpg,,,,https://www.chefswarehouse.com/products/AB210/,ALLEN BROTHERS,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/lamb/ab210_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Lamb"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Lamb"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Chuck"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_AB210-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 x 12-14 Oz Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""AB210\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_AB210-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 x 12-14 Oz Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Treat your taste buds to the succulent and tender flavor of our premium Australian frenched lamb rack. This exceptional cut of meat is hand-selected for its superior quality and exquisite taste, making it the perfect centerpiece for any meal. Expertly trimmed and frenched to perfection, our lamb rack boasts a lean yet juicy texture, with a delicate balance of rich flavor and natural sweetness. Whether roasted, grilled, or seared, this cut of meat is versatile enough to accommodate any cooking method or seasoning.",28 Oz Frenched Lamb Rack,10301923,,35 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/lamb/10301923_0.jpg,,,,https://www.chefswarehouse.com/products/10301923/,MOSNER,,,,THOMAS FOODS INTERNATIONAL,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/lamb/10301923_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Lamb"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Lamb"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Belly"",""Level 4 Category"":""General"",""product_variants"":""[{\""code\"":\""JDE_10301923-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""35 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10301923\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10301923-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""35 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
BONELESS VEAL LOIN 0 X 0,0x0 Boneless Veal Loin 0x0,MV143N,,4x4 LB BC CW,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/veal/mv143n_0.jpg,,,,https://www.chefswarehouse.com/products/MV143N/,MONTPAK,,,,MONT PAK,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/veal/mv143n_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Veal"",""sub-category"":""Lamb & Veal "",""sub-sub-category"":""Veal"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Lamb"",""Level 3 Category"":""Loin"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_MV143N-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x4 LB BC CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MV143N\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MV143N-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x4 LB BC CW\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_MV143N-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""4x4 LB BC CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MV143N\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MV143N-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x4 LB BC CW\""}}],\""businessUnit\"":\""200001\""}]""}"
